Date,Close_GOOG,High_GOOG,Low_GOOG,Open_GOOG,Volume_GOOG,SharesOutstanding
2022-04-27,114.23873901367188,116.7013863853642,112.3553793997809,113.59564079374665,62238000,5430000000
2022-04-28,118.59989166259766,119.61991184829955,114.36129636849266,116.31899919439246,36790000,5430000000
2022-04-29,114.18510437011719,118.15146143141591,113.91445738527395,116.77885831577099,33694000,5430000000
2022-05-02,116.36070251464844,116.54196482269275,112.62874187342346,113.13229964353242,30280000,5430000000
2022-05-03,117.32660675048828,118.48915287275028,115.83431641589183,115.97137895180289,21216000,5430000000
2022-05-04,121.74188995361328,122.30603020906693,114.95186119399109,117.20146603433236,33232000,5430000000
2022-05-05,115.9530029296875,120.40926300704201,114.39963763262759,119.40339009736124,43090000,5430000000
2022-05-06,114.87388610839844,116.69988358969378,113.3671909691171,114.73383803100742,35310000,5430000000
2022-05-09,112.31539916992188,114.77744789119988,111.78651721177197,112.53340498595678,34520000,5430000000
2022-05-10,113.80570220947266,115.89788360569034,112.6126640760728,115.2517998529397,31158000,5430000000
2022-05-11,113.18643951416016,115.87801954066781,112.8775562590806,112.93764614973588,36502000,5430000000
2022-05-12,112.39187622070312,114.07584796875001,109.36508870592871,111.17718906861133,41464000,5430000000
2022-05-13,115.72358703613281,117.28241586409368,113.22518111671617,114.06493169417672,29738000,5430000000
2022-05-16,114.01228332519531,115.81494200663734,113.55788861117713,114.59976235970011,23282000,5430000000
2022-05-17,115.9083023071289,116.43072815630083,114.55357472870793,116.43072815630083,21576000,5430000000
2022-05-18,111.63704681396484,114.90930135246086,111.37980448800577,114.45427007892951,27982000,5430000000
2022-05-19,109.99279022216797,112.81547673433059,109.71717995492365,111.08084912114552,29192000,5430000000
2022-05-20,108.57003784179688,111.78503649794904,105.65001766138406,111.32369313228837,37586000,5430000000
2022-05-23,110.90751647949219,111.24421683515118,108.41234664078378,109.35563654883188,31558000,5430000000
2022-05-24,105.20604705810547,105.67185355002357,101.51331517236112,105.65447825255532,60386000,5430000000
2022-05-25,105.1201400756836,105.82054723003904,103.50295669689453,104.4273786589379,37900000,5430000000
2022-05-26,107.5599365234375,108.21471170512069,104.77102313819857,105.32969996489847,30288000,5430000000
2022-05-27,112.03234100341797,112.10086469507475,108.80542298250522,109.04229687404464,29924000,5430000000
2022-05-31,113.26390075683594,115.64212653780099,111.8073689362971,112.31042659770026,51302000,5430000000
2022-06-01,113.36123657226562,116.60106649560727,112.77872082459464,114.15033877086611,28630000,5430000000
2022-06-02,116.94571685791016,117.09668418245016,112.5378771374728,113.41190088298013,27472000,5430000000
2022-06-03,113.78533935546875,115.5736007647939,112.89542555147902,115.20412752147398,25052000,5430000000
2022-06-06,116.21520233154297,118.58697208336689,115.73627912507483,115.94902611405952,23786000,5430000000
2022-06-07,116.43272399902344,116.94834526478968,114.34302799093058,114.86197579662087,26414000,5430000000
2022-06-08,116.44115447998047,117.8395892989397,115.90358113204536,116.0821155279787,22544000,5430000000
2022-06-09,114.13693237304688,117.54560519921974,114.08627652096877,115.55075728502685,23142000,5430000000
2022-06-10,110.67015075683594,112.72558859918094,110.10750330953636,112.01470175076729,31324000,5430000000
2022-06-13,106.15008544921875,108.47616263000431,105.86359385052461,106.71571085613063,36756000,5430000000
2022-06-14,106.4654312133789,107.72033996425871,105.6291512136606,106.16349657161695,25480000,5430000000
2022-06-15,109.64020538330078,111.30133841155991,107.38389452427676,108.15933443940176,33192000,5430000000
2022-06-16,105.91122436523438,108.5476776894181,105.0734591737636,107.41443392201762,35314000,5430000000
2022-06-17,107.13236236572266,108.50695069969805,104.91061273259501,105.81090773624959,43516000,5430000000
2022-06-21,111.25365447998047,111.90717932842622,108.55065539900443,108.95637956806154,39010000,5430000000
2022-06-22,111.27252960205078,112.99623796594392,109.97173129239299,110.40745496583803,23922000,5430000000
2022-06-23,111.91862487792969,112.42714602525683,110.27437442331828,112.1823157004101,24710000,5430000000
2022-06-24,117.73233032226562,117.83114901539105,112.83086706945218,112.83086706945218,39122000,5430000000
2022-06-27,115.82984161376953,118.43948553324545,115.21231762490287,118.12662409004317,32840000,5430000000
2022-06-28,111.80638885498047,117.0554643974944,111.67975300839639,115.56019602922068,28232000,5430000000
2022-06-29,111.49352264404297,112.8919499930628,110.7957979560574,111.38625499397321,18628000,5430000000
2022-06-30,108.62911987304688,110.5731224594056,106.58063817299123,109.74845884295402,38046000,5430000000
2022-07-01,108.33960723876953,109.06002666130433,106.37703963705644,107.60066073190902,31028000,5430000000
2022-07-05,113.1129379272461,113.27740841849858,105.52734366856437,106.78375273297814,36398000,5430000000
2022-07-06,114.43042755126953,115.5611859137045,111.48756876631111,113.31655194729665,28852000,5430000000
2022-07-07,118.49510955810547,119.04733033593438,114.74874365655043,115.21952861601214,32184000,5430000000
2022-07-08,119.35175323486328,119.61643670027902,116.71529223270001,116.75105064304346,29082000,5430000000
2022-07-11,115.73052978515625,117.98709081883325,115.44448523633669,117.84357221556846,26718000,5430000000
2022-07-12,114.06890106201172,117.04851086046862,113.83599022833464,116.04438078226042,24970000,5430000000
2022-07-13,111.42449188232422,114.37430681051723,111.06296746769611,111.8734232163138,38958000,5430000000
2022-07-14,110.68257141113281,111.22635079084647,108.58244122180702,110.07273862079845,32366000,5430000000
2022-07-15,112.00054931640625,113.22567073995222,111.06247266484746,112.19521630493217,34330000,5430000000
2022-07-18,109.1629638671875,114.01972675406553,108.55710932830965,112.66896983894824,33354000,5430000000
2022-07-19,113.8409423828125,114.02964581963828,109.74894287093271,110.97058602162194,30992300,5430000000
2022-07-20,113.92041015625,115.53933630923396,112.49020262380105,113.2847606801528,26780100,5430000000
2022-07-21,114.25810241699219,114.42694515033254,111.14937898253623,114.30775803280672,27267800,5430000000
2022-07-22,107.6235122680664,112.41075196321306,106.86867562380985,111.05006068807873,44455300,5430000000
2022-07-25,107.4745101928711,109.82840434775251,106.28266946339663,108.1399544738687,28289900,5430000000
2022-07-26,104.72335815429688,107.00772119291918,104.04797960863033,106.69983059538612,36626600,5430000000
2022-07-27,112.827880859375,113.62244644232638,107.68308803248917,108.85506809969603,41474600,5430000000
2022-07-28,113.81116485595703,113.92041782741244,111.09078253730561,112.0333375805428,23303800,5430000000
2022-07-29,115.84721374511719,116.10544868345474,112.46039497506344,112.62923769040243,31336200,5430000000
2022-08-01,114.69511413574219,116.3239668523193,113.91048266241526,114.74476975149842,22856200,5430000000
2022-08-02,115.11225128173828,116.28423134950035,113.48339865570138,113.65224137945837,17911000,5430000000
2022-08-03,117.9726791381836,118.60832860290465,115.36055735589358,115.54926081797245,25302800,5430000000
2022-08-04,118.06207275390625,118.6877880718941,116.90995334962962,117.49594720595361,15757700,5430000000
2022-08-05,117.41649627685547,118.0521457877327,115.91675716015767,116.13526310031045,15615700,5430000000
2022-08-08,117.33702850341797,120.03854249031357,117.02913792819682,118.31037099893213,17061100,5430000000
2022-08-09,116.70137023925781,117.39660941392303,115.76775685253138,117.18803766152347,15424300,5430000000
2022-08-10,119.8299789428711,120.95229593723543,118.54874578423936,118.77717829844902,20497000,5430000000
2022-08-11,119.00560760498047,121.50847634504426,118.73744607400684,121.25024896782199,16671600,5430000000
2022-08-12,121.8163833618164,121.8163833618164,119.58167598999256,120.33651260174194,16121100,5430000000
2022-08-15,122.04481506347656,122.42223715562085,120.74372120486865,121.37937069132897,15525000,5430000000
2022-08-16,121.67733764648438,122.39045233747291,120.7089659505267,121.48862659584758,15626200,5430000000
2022-08-17,119.50221252441406,121.31977625687284,119.3830254087065,120.10806710190032,17589200,5430000000
2022-08-18,120.03854370117188,120.86290420560644,118.73744988691108,119.41282839044769,15652000,5430000000
2022-08-19,117.31716918945312,119.18438854880354,116.8702231858715,119.05527485578983,20187000,5430000000
2022-08-22,114.28789520263672,115.70817612252117,113.89061239572106,115.31089331560553,19316000,5430000000
2022-08-23,113.98993682861328,115.14205626777331,113.52313765330499,113.54299838473824,14390700,5430000000
2022-08-24,113.92041015625,114.93050374532602,113.00666498155272,113.67210934285143,16051200,5430000000
2022-08-25,116.9000244140625,116.97948249601619,114.2680417528194,114.36736056649163,14874700,5430000000
2022-08-26,110.54352569580078,115.80749841902875,110.4640676165158,115.02286693555347,31698700,5430000000
2022-08-29,109.59004211425781,111.19903409464067,109.06364560826388,110.02705396566685,20386100,5430000000
2022-08-30,109.1629638671875,110.61303958362895,108.06050774415003,110.27534656608022,20548200,5430000000
2022-08-31,108.40813446044922,111.01032208279608,108.30881565259938,110.87127423629843,25898000,5430000000
2022-09-01,109.79862976074219,110.464074164737,107.45466932566379,108.45779922032823,22784400,5430000000
2022-09-02,107.94132995605469,110.91597642992579,107.39506513529723,110.58324667157567,20618100,5430000000
2022-09-06,106.7494888305664,108.13996732096346,105.7860804639774,107.40003574804634,20565100,5430000000
2022-09-07,109.72909545898438,110.2356236471069,106.88356276802085,107.0275814788406,22987200,5430000000
2022-09-08,108.6762924194336,109.82841176964932,107.32553546006159,108.43792577293826,21660700,5430000000
2022-09-09,111.020263671875,111.2387696103016,109.25236301011765,109.30202620613818,21732900,5430000000
2022-09-12,111.1096420288086,111.8744051402237,110.17602861854124,111.22882156030562,19732900,5430000000
2022-09-13,104.59423065185547,108.6266409540578,104.28634007264407,108.14990006532268,33015000,5430000000
2022-09-14,105.15042877197266,105.37886127163304,103.78973761787205,104.72335107963008,22115800,5430000000
2022-09-15,103.19381713867188,105.488114175741,102.60782329250287,104.29627333045454,26494900,5430000000
2022-09-16,102.9256591796875,103.32294203035947,101.16272931692953,102.27014891698782,64540100,5430000000
2022-09-19,103.14415740966797,103.31300014587099,101.67422082295761,101.84306355916064,19738600,5430000000
2022-09-20,101.13789367675781,102.46878245915885,100.43272024432356,102.1807525933691,24001700,5430000000
2022-09-21,99.33026123046875,102.78660436929312,99.31039292163136,101.54510028084249,26596800,5430000000
2022-09-22,99.8864517211914,100.98890794782774,98.7343398779962,98.77406134022748,21272700,5430000000
2022-09-23,98.49596405029297,99.42957752599564,97.34385222568528,99.37991433269849,25657000,5430000000
2022-09-26,98.13842010498047,99.7573464071268,97.71134236348385,97.9397824669756,22437900,5430000000
2022-09-27,97.42330169677734,99.7771960919519,96.67839927042913,99.23093885915345,24225000,5430000000
2022-09-28,100.05529022216797,100.7108079843318,97.1352779092305,97.35377625241257,24617000,5430000000
2022-09-29,97.42330169677734,98.62508427952042,95.8639729207233,98.62508427952042,21921500,5430000000
2022-09-30,95.49649047851562,98.81776378192643,95.37730336500027,97.06575337420826,26277800,5430000000
2022-10-03,98.62509155273438,99.2905359507366,96.36058164450401,96.5592268527031,24840000,5430000000
2022-10-04,101.71395111083984,102.02184170152195,100.35325989509371,100.35325989509371,22580900,5430000000
2022-10-05,101.5252456665039,102.04170806429913,99.06209807249427,100.00564578308983,18475500,5430000000
2022-10-06,101.54510498046875,103.02498337822091,100.81013664780187,100.81013664780187,17156200,5430000000
2022-10-07,98.89325714111328,100.73068182096326,98.53570332932688,99.96591857647248,24249900,5430000000
2022-10-10,98.03910064697266,99.31039970801406,97.20481347974177,99.17135184680892,16529900,5430000000
2022-10-11,97.38358306884766,99.43951352228164,96.58901742661037,97.5822206906372,21617700,5430000000
2022-10-12,97.63188171386719,98.97071925966215,97.00615882181883,97.60207925147586,17343400,5430000000
2022-10-13,99.03230285644531,99.8467292817352,94.62247765839079,95.27799549163242,32812200,5430000000
2022-10-14,96.51949310302734,100.60155910753977,96.37051109853005,99.94107803038207,22624800,5430000000
2022-10-17,100.09502410888672,101.07829322222307,98.8336592929938,98.84358586984254,23311600,5430000000
2022-10-18,100.70087432861328,103.51164127263478,99.96590606417412,103.23354558217343,21610500,5430000000
2022-10-19,99.60835266113281,100.96804357643693,98.9578057590965,100.0155620443566,21573700,5430000000
2022-10-20,99.84672546386719,102.29993880091689,99.29053404665551,100.13475532707746,25125100,5430000000
2022-10-21,100.7902603149414,100.92930815155773,97.56235003520472,97.79078251927206,28988700,5430000000
2022-10-24,102.2701416015625,102.39925529834079,99.61829069764072,101.3961178770954,24680800,5430000000
2022-10-25,104.21681213378906,104.38565485926829,102.31979038357485,102.59789364485361,29910200,5430000000
2022-10-26,94.17552947998047,97.87024668893879,93.92722867376058,96.10234616105942,71504300,5430000000
2022-10-27,91.97061920166016,94.5231512445966,91.275379959436,93.66899584555583,54036500,5430000000
2022-10-28,95.92356872558594,96.20166441454593,91.69549886314017,91.90109265695114,35696900,5430000000
2022-10-31,94.0166244506836,95.69513281131775,93.73852117209412,95.12900725488336,29868700,5430000000
2022-11-01,89.88489532470703,95.51139272035945,89.81537139938067,94.94029629746328,43220600,5430000000
2022-11-02,86.47821044921875,90.67946371422306,86.41862067643025,90.29211503601825,43553600,5430000000
2022-11-03,82.92253875732422,85.96174591136683,82.88280971728332,85.75813742273455,48510400,5430000000
2022-11-04,86.1107177734375,86.14052023573473,83.30988494310704,84.92881107198549,40173300,5430000000
2022-11-07,88.04747009277344,88.33549994609857,86.36895416660064,86.74636867567865,26899900,5430000000
2022-11-08,88.30570983886719,89.79054393617074,87.05427154783787,88.55401066611286,30172000,5430000000
2022-11-09,86.80597686767578,88.88176829322559,86.76624782319831,87.94319140287415,26743900,5430000000
2022-11-10,93.52994537353516,93.907367446618,91.02707659419585,91.71238166301086,42371200,5430000000
2022-11-11,96.07255554199219,96.69827087353168,93.52002344383007,94.06628069524213,30569100,5430000000
2022-11-14,95.37730407714844,96.51948929652994,94.46653690557272,94.85090758255207,24170100,5430000000
2022-11-15,98.04902648925781,99.7374689907648,96.36057641021137,97.99936329552077,31831000,5430000000
2022-11-16,98.31719207763672,99.17134751777705,97.23658943843006,97.35378366881285,24660200,5430000000
2022-11-17,97.83052062988281,98.80386315402339,96.44003455719891,96.51949263621844,21818700,5430000000
2022-11-18,97.1352767944336,98.48603376380899,96.08247624099918,98.33705176706893,24969900,5430000000
2022-11-21,95.17867279052734,98.04902968311204,95.01975662742383,96.89691023323071,18696900,5430000000
2022-11-22,96.66846466064453,96.88497767394323,93.7683132736775,95.5064187907181,18868900,5430000000
2022-11-23,98.14834594726562,98.39565410483331,96.67840178689299,96.67840178689299,17568900,5430000000
2022-11-25,96.93663787841797,98.2675342038601,96.86711395244603,97.79575658740099,8567800,5430000000
2022-11-28,95.59581756591797,97.16508059755766,95.23826377193576,96.53935766931889,19974500,5430000000
2022-11-29,94.79132080078125,95.73486085921611,93.74845435510949,95.34751219711848,20220000,5430000000
2022-11-30,100.7604751586914,100.7604751586914,94.02655776955798,94.47350381618423,39888100,5430000000
2022-12-01,100.59163665771484,101.8927306548002,99.98578199245974,100.71082379068876,21771500,5430000000
2022-12-02,100.14468383789062,100.46250856946295,98.49596283330087,98.69460802649564,18821500,5430000000
2022-12-05,99.19121551513672,101.0584349764682,98.67971642588161,99.13658903096676,19955500,5430000000
2022-12-06,96.64859771728516,99.52888841594041,96.10234052217703,98.99255779667037,20877600,5430000000
2022-12-07,94.5032958984375,96.64861109492315,94.37914548542787,96.11228040141678,26647900,5430000000
2022-12-08,93.31144714355469,95.21840324133728,93.16247271036373,95.0396263439683,25593200,5430000000
2022-12-09,92.43743133544922,93.84777821058353,92.3877681391606,93.26179189758514,21885300,5430000000
2022-12-12,92.9240951538086,93.23695660745051,91.27538167236226,92.45728840632368,27380900,5430000000
2022-12-13,95.19852447509766,99.12168163156254,94.73171776226799,97.40343677461024,34788500,5430000000
2022-12-14,94.66219329833984,96.559215022131,93.30150978220338,94.89063336539503,26452900,5430000000
2022-12-15,90.58013153076172,93.39089848982981,89.81536837789909,92.90423102891724,28298800,5430000000
2022-12-16,90.24244689941406,91.1263971758981,89.39822566179373,90.58013236344645,48485500,5430000000
2022-12-19,88.54407501220703,90.58013721462576,88.32060578697738,90.26231246423389,23020500,5430000000
2022-12-20,89.02080535888672,89.16978736321556,87.44161581460381,88.12692848799274,21976800,5430000000
2022-12-21,89.63658905029297,90.29707008944192,88.30570039579547,89.12012671896804,20336400,5430000000
2022-12-22,87.66011810302734,88.57386324456762,86.34909015895764,88.32556244017913,23656100,5430000000
2022-12-23,89.1995849609375,89.48761482405439,87.02447491073842,87.02447491073842,17815000,5430000000
2022-12-27,87.33236694335938,88.89169582967213,86.94005497185992,88.70298477684108,15470900,5430000000
2022-12-28,85.87236022949219,87.91835669371382,85.78297556573423,86.90529261675617,17879600,5430000000
2022-12-29,88.3454360961914,88.75761640108692,86.39875841427278,86.43848745809238,18280700,5430000000
2022-12-30,88.12692260742188,88.22624141116721,86.43847263359521,86.77119479378852,19190300,5430000000
