Date,Close_MSFT,High_MSFT,Low_MSFT,Open_MSFT,Volume_MSFT,SharesOutstanding
2015-04-27,41.309539794921875,41.39554955204279,40.612878807394615,40.621478142638324,59248200,7433166379
2015-04-28,42.28143310546875,42.32443634801679,41.02572004981816,41.09452458170761,60730800,7433166379
2015-04-29,42.1954231262207,42.41044260209251,41.7137783191306,41.902996507797575,47804600,7433166379
2015-04-30,41.83419418334961,42.60826571031065,41.79979027527639,41.885800045459426,64725500,7433166379
2015-05-01,41.85139083862305,42.04060902813174,41.62777202633382,41.78258631212515,38937300,7433166379
2015-05-04,41.49015808105469,42.03200477934387,41.43855222748284,41.601965842388616,34039500,7433166379
2015-05-05,40.93970489501953,41.42134967859666,40.69028480869643,41.12892307444924,50369200,7433166379
2015-05-06,39.80438995361328,41.08590701077799,39.580771223047925,40.913890835993136,52433000,7433166379
2015-05-07,40.16564178466797,40.501071667429116,39.7011988942585,39.79580799574233,32971700,7433166379
2015-05-08,41.068721771240234,41.26653930438403,40.870904238096436,40.8967055264822,35364900,7433166379
2015-05-11,40.74188995361328,41.20633281557959,40.74188995361328,40.896704240935385,24609400,7433166379
2015-05-12,40.724693298339844,41.00852062232462,39.92482047012115,40.29465428449914,29928300,7433166379
2015-05-13,40.96551513671875,41.5589677622255,40.91390927674277,41.44715670607943,34184600,7433166379
2015-05-14,41.90300750732422,41.98901400787489,41.30955149833644,41.30955149833644,32980900,7433166379
2015-05-15,41.541770935058594,42.066419092941516,41.326751413364775,42.0320151820455,28642700,7433166379
2015-05-18,41.2923469543457,41.47296584368346,40.94831769276482,41.26654566198494,24136500,7433166379
2015-05-19,41.188453674316406,41.387556766496864,40.84218541697544,41.17113993122347,28574800,7433166379
2015-05-20,41.188453674316406,41.49143592279562,40.92009560976422,41.02397476606297,25047900,7433166379
2015-05-21,41.04995346069336,41.205773883209005,40.69502989879874,40.92876053257221,22410700,7433166379
2015-05-22,40.599796295166016,40.98934392496722,40.53054132846269,40.94606122190693,25720600,7433166379
2015-05-26,40.33144760131836,40.582491960421585,39.98517929205465,40.53920924732845,29581900,7433166379
2015-05-27,41.21442794799805,41.35293460832821,40.35741571690188,40.53054986787941,27335600,7433166379
2015-05-28,41.075931549072266,41.569361856156235,41.023990300125504,41.119214272064525,19283700,7433166379
2015-05-29,40.565181732177734,41.17980489726901,40.33145109849663,41.05861196919575,36519600,7433166379
2015-06-01,40.885467529296875,41.35292867923485,40.357409930543845,40.738305668534245,28837300,7433166379
2015-06-02,40.61711502075195,40.98935228707484,40.35741544715114,40.62577354448555,21498300,7433166379
2015-06-03,40.556514739990234,41.326961468939935,40.53054577575627,41.006662166179446,28002200,7433166379
2015-06-04,40.132347106933594,40.82488046854505,39.9938404346113,40.50458440797342,27745500,7433166379
2015-06-05,39.94190216064453,40.2708567701889,39.68220254353468,40.08906736843798,25438100,7433166379
2015-06-08,39.58697509765625,40.192943019112946,39.53503385789956,40.08040531743654,22121600,7433166379
2015-06-09,39.517730712890625,39.76877182910231,39.353251741076626,39.61295138331017,24406100,7433166379
2015-06-10,40.34876251220703,40.53921041802779,39.55234669880518,39.638915429750725,28417400,7433166379
2015-06-11,40.201595306396484,40.617115287336844,39.93324050956,40.39204320267471,27347800,7433166379
2015-06-12,39.794742584228516,40.22757640549788,39.734146113431606,40.0111594948632,23931000,7433166379
2015-06-15,39.37055969238281,39.517724892738805,38.972353412788344,39.34459072266219,33254500,7433166379
2015-06-16,39.67353820800781,40.02846170706296,39.214732244161624,39.2580149533617,27070300,7433166379
2015-06-17,39.794742584228516,39.88130802757839,39.266684793918294,39.58698089702482,28704100,7433166379
2015-06-18,40.44398880004883,40.51324048654391,39.967869008009345,40.01115502711084,32658300,7433166379
2015-06-19,39.90726852416992,40.53920867499332,39.812047877613104,40.504581184103955,63837000,7433166379
2015-06-22,40.019798278808594,40.44397670240133,39.95920183290372,40.10636698885743,20318100,7433166379
2015-06-23,39.74278259277344,40.063078544817174,39.4917383022961,39.933230441033274,25896500,7433166379
2015-06-24,39.50907897949219,40.037136880767804,39.43116874320135,39.53504795750224,34890900,7433166379
2015-06-25,39.517730712890625,39.87265432780382,39.3878792406438,39.846682051998386,20616000,7433166379
2015-06-26,39.18010330200195,40.063084406405935,38.98100020526266,39.517716346656144,49835300,7433166379
2015-06-29,38.40967559814453,39.15415036156564,38.401020373987194,38.989674684494105,34081700,7433166379
2015-06-30,38.2192268371582,38.71265711758137,38.03743412679711,38.7039985920947,35945400,7433166379
2015-07-01,38.47892379760742,39.154143439354094,38.17593816950236,38.48757902023457,28343900,7433166379
2015-07-02,38.435638427734375,38.73862073267273,38.14131134482592,38.504890110751944,21752000,7433166379
2015-07-06,38.426963806152344,38.50487398082222,38.046071453465224,38.0547266718694,23034000,7433166379
2015-07-07,38.34906005859375,38.51353895616159,37.50070651570757,38.38368754252999,36435800,7433166379
2015-07-08,38.29713439941406,38.86847485829649,38.1153417016599,38.47026527002232,39785900,7433166379
2015-07-09,38.539512634277344,39.145480468282706,38.522198890190445,38.73861573788814,32424700,7433166379
2015-07-10,38.61742401123047,39.07622668564228,38.582796521998866,38.96368899676913,25465800,7433166379
2015-07-13,39.4224967956543,39.49174847505938,38.911752863787115,38.937721830781605,28178300,7433166379
2015-07-14,39.49174880981445,39.78607587986432,39.223394009238525,39.344586925919174,22880300,7433166379
2015-07-15,39.61294174194336,39.72547943701613,39.327273195693174,39.54369006192426,26629600,7433166379
2015-07-16,40.39203643798828,40.418005400491865,39.79472718459494,39.829351367180145,26271700,7433166379
2015-07-17,40.35741424560547,40.49592090088615,40.04577344565916,40.29681779031137,29467100,7433166379
2015-07-20,40.61711502075195,40.79890769430584,40.2015950425388,40.38338771609269,30631900,7433166379
2015-07-21,40.92875671386719,40.97204272895149,40.23622340188944,40.49592298109868,42781900,7433166379
2015-07-22,39.4224967956543,40.6257740328687,39.12816972809932,39.33592806857384,59152400,7433166379
2015-07-23,39.915931701660156,40.01981088417982,39.041605617195614,39.188770819503176,33934000,7433166379
2015-07-24,39.76876449584961,40.09771907655915,39.64757157197228,39.7427955270929,32333200,7433166379
2015-07-27,39.258026123046875,39.82936663291916,39.17146068001713,39.76877016234634,39701400,7433166379
2015-07-28,39.24937057495117,39.50907020415199,38.77325403770635,39.457132259667794,34328900,7433166379
2015-07-29,40.07174301147461,40.49591816992785,39.18010338236757,39.3012995870417,40945900,7433166379
2015-07-30,40.58249282836914,41.03264031913564,39.76010805297379,40.04577660730558,39777900,7433166379
2015-07-31,40.426673889160156,41.006669543117006,40.25353972451678,40.937417858615376,31201500,7433166379
2015-08-03,40.52190017700195,40.686375826636564,40.210259323159775,40.66906207894981,24125900,7433166379
2015-08-04,41.15384292602539,41.30100484878005,40.40936818153428,40.469964655875636,33403900,7433166379
2015-08-05,41.188453674316406,41.906955850249474,41.15382618813054,41.53471862939853,26959700,7433166379
2015-08-06,40.35741424560547,41.35293310073851,40.1063732032124,41.30099186666108,27368000,7433166379
2015-08-07,40.46131134033203,40.495935539974326,40.04578792202111,40.1583256520745,19163000,7433166379
2015-08-10,40.97203826904297,41.110544916361725,40.54785980410862,40.64308374331382,23079900,7433166379
2015-08-11,40.17563247680664,40.634435240008436,39.7341434615713,40.530556054469486,29237400,7433166379
2015-08-12,40.46131134033203,40.59981804568223,39.56967132877109,39.98519144482167,30181400,7433166379
2015-08-13,40.452640533447266,40.772936573162944,40.244882189621705,40.73831238403158,22627200,7433166379
2015-08-14,40.686370849609375,40.77293627519418,40.27085086273555,40.279506084390306,21473400,7433166379
2015-08-17,40.96339416503906,41.07593188755437,40.3141434080248,40.52190510326381,21099700,7433166379
2015-08-18,41.189945220947266,41.329365252393075,40.693261151169345,40.815253263179955,23574100,7433166379
2015-08-19,40.61482620239258,41.024373888378456,40.34469851018393,40.76295849151564,31485500,7433166379
2015-08-20,39.78703308105469,40.49284892736499,39.78703308105469,40.14429715347534,36238200,7433166379
2015-08-21,37.5301513671875,39.63016668432586,37.5301513671875,39.473318791424695,70053100,7433166379
2015-08-24,36.3189582824707,37.199046733443545,34.61106182226354,35.24716601436,88753700,7433166379
2015-08-25,35.26459503173828,37.678307446720716,35.1948833418731,37.094483678226986,70616600,7433166379
2015-08-26,37.216468811035156,37.329748623739974,35.77870038039158,36.60650493559438,63408000,7433166379
2015-08-27,38.25341796875,38.296986115604575,37.40818195881773,37.669594163981735,50943200,7433166379
2015-08-28,38.27954864501953,38.47125243221201,37.80900479865747,37.8177204202766,28246700,7433166379
2015-08-31,37.92229080200195,38.27955489388605,37.556311087075954,37.957146646097044,34441700,7433166379
2015-09-01,36.440948486328125,37.111908486820134,36.30152844233213,36.745928793808105,49688900,7433166379
2015-09-02,37.78286361694336,37.800291535700836,36.493227545210836,36.91148762328336,37671500,7433166379
2015-09-03,37.90485763549805,38.32311773466063,37.71315384353511,37.826433659152826,28285200,7433166379
2015-09-04,37.12932586669922,37.50401775181909,36.77206189763551,37.3036017032258,37138800,7433166379
2015-09-08,38.24467849731445,38.34053035504759,37.643430467944526,37.73056670731948,32469800,7433166379
2015-09-09,37.5301513671875,38.68908265095339,37.39073138727919,38.523519139538536,33469500,7433166379
2015-09-10,37.72185516357422,38.15754301718713,37.25131148390399,37.57371956484787,31366600,7433166379
2015-09-11,37.887428283691406,37.98328017604961,37.41688444340696,37.5911603091459,27132500,7433166379
2015-09-14,37.504032135009766,37.85258061769984,37.3471841543865,37.84386831834806,23656000,7433166379
2015-09-15,38.323123931884766,38.593251743875236,37.53888736564962,37.63473595309495,28882200,7433166379
2015-09-16,38.60194778442383,38.67165944488019,38.20111570890448,38.31439549512862,23372200,7433166379
2015-09-17,38.558387756347656,39.21191975221796,38.410255432820826,38.593243593895956,32768200,7433166379
2015-09-18,37.887428283691406,38.331831907527494,37.75672387741395,37.90485620266887,63143700,7433166379
2015-09-21,38.436397552490234,38.75009345788917,37.991993911829816,38.009421831467066,26177200,7433166379
2015-09-22,38.25341796875,38.38412240931373,37.73930585817829,37.80030192858201,28085900,7433166379
2015-09-23,38.227256774902344,38.48866885939303,37.91356094389951,38.27954052141448,17145200,7433166379
2015-09-24,38.26211929321289,38.453823073227625,37.70443919575429,37.86128713866896,27905600,7433166379
2015-09-25,38.28826904296875,38.97665703894644,38.13142106099823,38.758812988880315,29384600,7433166379
2015-09-28,37.72185516357422,38.41895506454797,37.65214351145958,38.19239884324445,27613800,7433166379
2015-09-29,37.852569580078125,37.96584938283785,37.512733495834354,37.7915735302926,32763600,7433166379
2015-09-30,38.56708526611328,38.60194109029697,38.04426119949537,38.235964908471296,34958900,7433166379
2015-10-01,38.87208938598633,38.994081511382866,38.12270538822347,38.994081511382866,28657900,7433166379
2015-10-02,39.70861053466797,39.70861053466797,38.27083857040405,38.57582221459989,41839000,7433166379
2015-10-05,40.63227462768555,40.858830985422756,39.821894466026656,39.86546261281806,34369300,7433166379
2015-10-06,40.73681640625,41.11150824553507,40.27498832137827,40.37084018594441,27017200,7433166379
2015-10-07,40.7804069519043,41.25966321421647,40.039738485061534,41.04181915643488,27711500,7433166379
2015-10-08,41.346797943115234,41.407794006159286,40.51898995661375,40.57127372095271,33772700,7433166379
2015-10-09,41.05052185058594,41.425213777877026,40.884958291435865,41.346789808815274,28600600,7433166379
2015-10-12,40.954681396484375,41.01567746455623,40.51899329652177,40.9372534736015,19769100,7433166379
2015-10-13,40.85881805419922,41.067949746261945,40.57126571715288,40.57126571715288,19987800,7433166379
2015-10-14,40.675819396972656,41.04179560852775,40.5451117076832,40.64967918872861,24697800,7433166379
2015-10-15,40.96338653564453,40.98081445548106,40.54512643167527,40.96338653564453,27189400,7433166379
2015-10-16,41.399070739746094,41.425214279106655,40.86753419193559,40.97209837727129,26450300,7433166379
2015-10-19,41.494937896728516,41.72149759303032,40.97211345363269,41.32066197435099,29387600,7433166379
2015-10-20,41.625640869140625,41.66049671440381,40.97210872861954,41.338085131773894,30802200,7433166379
2015-10-21,41.12895202636719,41.81733993378905,41.05052804547057,41.756340549504145,25144300,7433166379
2015-10-22,41.85219955444336,42.65386742012088,41.033107089196726,41.416511436411554,56637100,7433166379
2015-10-23,46.06966018676758,47.11531232388427,45.52940785680462,45.572976003343534,135227100,7433166379
2015-10-26,47.272132873535156,47.333128908094366,45.74722536148563,45.7733655694297,64633300,7433166379
2015-10-27,46.7841911315918,47.37672726607884,46.68834253327961,47.0456066740112,50999900,7433166379
2015-10-28,47.0368766784668,47.0368766784668,46.060936476802695,46.65347243025054,47000800,7433166379
2015-10-29,46.49663162231445,46.906179474096746,46.37463949387791,46.653479594314646,30202100,7433166379
2015-10-30,45.86923599243164,47.04559568646897,45.851808072071535,46.461771988531346,46619800,7433166379
2015-11-02,46.392051696777344,46.4966158680029,45.85179627670265,46.05221232323291,30285000,7433166379
2015-11-03,47.18501281738281,47.394141200743945,46.09579279227273,46.12193300918395,36596900,7433166379
2015-11-04,47.40284729003906,47.82110729668802,47.106579369825006,47.21114354047848,37087800,7433166379
2015-11-05,47.38542938232422,47.66426944564943,47.05430556061212,47.48128127734896,31468500,7433166379
2015-11-06,47.85597229003906,47.90825605102438,47.01945205848953,47.13273187860642,32851200,7433166379
2015-11-09,47.19371795654297,47.81239403919454,46.670893753407746,47.53355402098438,32513100,7433166379
2015-11-10,46.627323150634766,47.16757860430627,46.41819479517861,47.115294853424594,55283700,7433166379
2015-11-11,46.749324798583984,47.22858094473552,46.583761227415394,46.79289293477308,36516300,7433166379
2015-11-12,46.46177291870117,47.036881005954505,46.34849309611061,46.60119296033725,35361100,7433166379
2015-11-13,46.04351043701172,46.43563032280341,45.77338266590281,46.243926528852846,36848200,7433166379
2015-11-16,46.8538932800293,46.95845748126383,46.052225539801846,46.25264496788573,32165200,7433166379
2015-11-17,46.46790313720703,46.95916067373954,46.36263079671493,46.64335034514522,31551300,7433166379
2015-11-18,47.2398796081543,47.35392296898459,46.47667355493203,46.49421894478599,29710000,7433166379
2015-11-19,47.31884002685547,47.95046078045189,47.178480231216426,47.36270518197638,28149200,7433166379
2015-11-20,47.53813934326172,47.6346373036835,46.7310715768988,47.59077550706648,37147600,7433166379
2015-11-23,47.53813934326172,47.77499706072229,47.15215084801518,47.59077550706648,28235900,7433166379
2015-11-24,47.590782165527344,47.75745835456802,47.003026646456775,47.301288243758705,24600000,7433166379
2015-11-25,47.099517822265625,47.57323328874857,47.099517822265625,47.45041891146206,21005100,7433166379
2015-11-27,47.310062408447266,47.44165116258292,47.18724802268921,47.19601904462577,9009100,7433166379
2015-11-30,47.678504943847656,48.21362762890616,47.3714689834572,47.84518447643761,56241400,7433166379
2015-12-01,48.44171905517578,48.45049007784923,47.63464776512465,47.73114574673915,39952800,7433166379
2015-12-02,48.43293762207031,49.090874659181566,48.301352222512556,48.52943558961049,47274900,7433166379
2015-12-03,47.54692077636719,48.92420214274995,47.310063023707336,48.678573368039466,38627800,7433166379
2015-12-04,49.04701232910156,49.32773186085235,47.459189758653025,47.476735147692544,43963700,7433166379
2015-12-07,48.95928955078125,49.099649319008726,48.50311946743174,48.94174416144771,30709800,7433166379
2015-12-08,48.941749572753906,49.21369477138963,48.23995065402124,48.66103000526084,32878000,7433166379
2015-12-09,48.23117446899414,49.011925945837206,47.81886615569635,48.57330121984078,36373200,7433166379
2015-12-10,48.48554992675781,48.82767648224164,48.257463325475804,48.590818863882255,31775800,7433166379
2015-12-11,47.42409896850586,48.33643570886511,47.38023382579313,47.99430901292532,39549500,7433166379
2015-12-14,48.37153244018555,48.43293963181545,47.0907490912748,47.66096255234213,46768900,7433166379
2015-12-15,48.42416763305664,49.0382428834071,48.32766966345917,48.8277015546089,39843000,7433166379
2015-12-16,49.24000930786133,49.345278297893394,48.03817523143522,48.72243203274579,37503300,7433166379
2015-12-17,48.8627815246582,49.81898329464424,48.71364741924159,49.441765867722395,41280900,7433166379
2015-12-18,47.48550033569336,49.125955409692345,47.39777340745483,48.92418849440393,84684200,7433166379
2015-12-21,48.099578857421875,48.55574553083974,47.57322728999759,48.143440651430474,37246300,7433166379
2015-12-22,48.555763244628906,48.66980662780811,47.81010243513464,48.23995620469217,28322200,7433166379
2015-12-23,48.96805191040039,49.02068806909034,48.6346962649112,48.862782939460736,27279800,7433166379
2015-12-24,48.836483001708984,49.09088618560439,48.625944974406416,49.00316256530192,9558500,7433166379
2015-12-28,49.082096099853516,49.082096099853516,48.231163258346534,48.55574454313608,22458300,7433166379
2015-12-29,49.60845947265625,49.87163365823241,49.178609083718165,49.3803760708746,27731400,7433166379
2015-12-30,49.39792251586914,49.81022752169976,49.38037712359784,49.53828230759813,21704500,7433166379
2015-12-31,48.669803619384766,49.29264998377452,48.61716744276144,49.16106456187829,27334100,7433166379
